name,freelance,createdAt,profileName,totalNumberOfFollowing,totalNumberOfFollowers,vizCount,visibleWorkbookCount,lastPublishDate,organization,title,bio,featuredVizRepoUrl,profileUrl,country,state,city
Kearey Smith,False,2017-07-01,kearey,0,0,48,10,2019-06-27,Metropolitan Transportation Commission,,,,https://public.tableau.com/app/profile/kearey,United States,California,
"Amran Din, PhD",False,2017-07-01,amran.din,0,0,3,1,2020-05-23,,,,,https://public.tableau.com/app/profile/amran.din,United States,California,Folsom
PV NAGENDRAM,False,2017-07-01,pv.nagendram,0,0,129,14,2019-12-11,,,,,https://public.tableau.com/app/profile/pv.nagendram,United States,California,IRVINE
Ryan Sha,False,2017-07-01,ryan.sha6870,5,0,0,0,,,,,,https://public.tableau.com/app/profile/ryan.sha6870,United States,California,Fremont
Tom,False,2017-07-01,tom2319,55,0,31,2,2020-05-05,,,,,https://public.tableau.com/app/profile/tom2319,United States,California,Mountain View
Shaiffali,False,2021-04-01,shaiffali3030,0,1,44,8,2021-04-27,Hult International Business School,,,,https://public.tableau.com/app/profile/shaiffali3030,United States,California,Fremont
Carrie Sorensen,False,2021-04-01,carrie.sorensen,0,0,30,4,2021-09-04,Cognosante,,,,https://public.tableau.com/app/profile/carrie.sorensen,United States,California,Bakersfield
Ryo Yamaki,False,2017-07-01,ryo.yamaki,0,0,6,4,2017-07-12,,,,,https://public.tableau.com/app/profile/ryo.yamaki,United States,California,Glendale
Danny (DJ) Stipe,False,2017-11-01,danny.dj.stipe,5,1,15,3,2019-06-06,Comcast,,,CaliforniaRealEstateTrends,https://public.tableau.com/app/profile/danny.dj.stipe,United States,California,Elvert
Alex Brooks,False,2017-06-01,bakabrooks,0,0,10,0,2018-06-20,,,,,https://public.tableau.com/app/profile/bakabrooks,United States,California,Los Angeles
Mukta,False,2017-06-01,mukta,0,0,183,48,2021-02-09,Accenture,,,,https://public.tableau.com/app/profile/mukta,United States,California,sunnyvale
Amulya Keeli,False,2017-06-01,amulya.keeli,0,0,5,4,2017-06-02,,,,,https://public.tableau.com/app/profile/amulya.keeli,United States,California,Sunnyvale
Jenny,False,2017-05-01,jenny.wagner,0,0,2,1,2017-08-02,,,,,https://public.tableau.com/app/profile/jenny.wagner,United States,California,Sacramento
Cora Berezny,False,2021-03-01,cora.berezny,1,0,0,0,,,,,,https://public.tableau.com/app/profile/cora.berezny,United States,California,Aliso Viejo
David Galusha,False,2017-05-01,david.galusha,1,0,0,0,,,,,,https://public.tableau.com/app/profile/david.galusha,United States,California,Sacramento
Michael Ward,False,2017-05-01,michael.ward,1,0,10,3,2019-06-16,,,,,https://public.tableau.com/app/profile/michael.ward,United States,California,LA
Rebekah Handran,False,2017-05-01,rebekah.handran,0,0,16,5,2017-05-25,,,,OfficialDashboardforWorldwideGrossesofMovies,https://public.tableau.com/app/profile/rebekah.handran,United States,California,Fremont
Eric Kim,False,2017-05-01,eric.kim6354,0,0,44,9,2018-03-23,Kim Analytics,,,,https://public.tableau.com/app/profile/eric.kim6354,United States,California,
Meiling Pope,False,2017-05-01,meilingpope,4,0,4,3,2017-05-19,"Research, Insights & Analytics",,,,https://public.tableau.com/app/profile/meilingpope,United States,California,
John Knaack,False,2017-05-01,naq.io,1,0,3,0,2017-05-22,,,,,https://public.tableau.com/app/profile/naq.io,United States,California,Irvine
Natalia Timakova,False,2017-05-01,natalia4019,0,0,5,0,2017-05-02,,,,,https://public.tableau.com/app/profile/natalia4019,United States,California,Mountain View
Hiren,False,2017-04-01,hiren6930,1,0,4,2,2018-03-16,,,,,https://public.tableau.com/app/profile/hiren6930,United States,California,San Jose
Megha Nair,False,2017-04-01,megha.nair,5,0,27,4,2018-09-13,"California State University, Fullerton",,,PROFITIMPROVEMENTDASHBOARD,https://public.tableau.com/app/profile/megha.nair,United States,,
Brendan Burkart,False,2017-04-01,brendanburkart,0,0,39,2,2020-11-27,,,,,https://public.tableau.com/app/profile/brendanburkart,United States,California,San Francisco
Arik Killion,False,2017-09-01,arik.killion,3,1,2,2,2020-06-12,Lift42 Analytics,,,COVID-19Symptomsv2,https://public.tableau.com/app/profile/arik.killion,United States,California,Irvine
Max Vargas,False,2017-04-01,max.vargas,0,0,29,7,2017-04-25,,,,,https://public.tableau.com/app/profile/max.vargas,United States,California,Berkeley
Alexandria Washington,False,2017-09-01,alexandria.washington,0,1,10,2,2019-09-06,Cambridge Systematics,,#camsys #cambridgesystematics,,https://public.tableau.com/app/profile/alexandria.washington,United States,California,
Foothill - De Anza,False,2017-08-01,ola1953,5,1,72,6,2021-09-19,Institutional Research and Planning,,,,https://public.tableau.com/app/profile/ola1953,United States,California,Cupertino
Yashaswita Bhoir,False,2017-03-01,yashaswita.bhoir,0,0,8,2,2021-06-26,,,,,https://public.tableau.com/app/profile/yashaswita.bhoir,United States,California,Irvine
mlincoln,False,2017-03-01,mlincoln,0,0,105,7,2018-12-21,,,,,https://public.tableau.com/app/profile/mlincoln,United States,California,San Jose
Alenn Rebolledo,False,2017-03-01,alennr,0,0,10,4,2019-08-12,,,,VeyoAnalytics,https://public.tableau.com/app/profile/alennr,United States,California,San Diego
Amy Moore,False,2017-03-01,amy.moore8802,1,0,0,0,,,,,,https://public.tableau.com/app/profile/amy.moore8802,United States,California,Brea
Angelina Aguirre,False,2017-03-01,angelina.aguirre,0,0,20,6,2017-08-25,,,,,https://public.tableau.com/app/profile/angelina.aguirre,United States,California,Gilroy
Paul Rakes OLD,False,2017-02-01,paulrakesold,0,0,22,0,2021-01-28,,,,,https://public.tableau.com/app/profile/paulrakesold,United States,California,San Francisco
David Albrecht,False,2017-02-01,dpalbrecht,0,0,6,3,2017-08-10,,,,,https://public.tableau.com/app/profile/dpalbrecht,United States,California,San Diego
Leigh Fonseca,False,2017-02-01,livingdataleigh,1,0,1,0,2017-02-21,LivingData,,,,https://public.tableau.com/app/profile/livingdataleigh,United States,California,Sausalito
Emre Ruhi,False,2017-02-01,emre.ruhi,0,0,6,0,2019-03-10,,,,,https://public.tableau.com/app/profile/emre.ruhi,United States,California,Irvine
Beatriz Fredrick,False,2017-02-01,beatriz.fredrick,0,0,22,8,2020-11-18,,,,,https://public.tableau.com/app/profile/beatriz.fredrick,United States,California,Glendale
Tarun Jaiswal,False,2017-02-01,tarun.jaiswal,1,0,499,32,2017-10-12,,,,,https://public.tableau.com/app/profile/tarun.jaiswal,United States,California,Redlands
Kim Buchanan,False,2017-01-01,kim.buchanan,0,0,21,11,2017-05-29,,,,,https://public.tableau.com/app/profile/kim.buchanan,United States,California,Sacramento
Courtney Lee,False,2017-01-01,courtney4614,3,0,7,0,2019-10-05,,,,,https://public.tableau.com/app/profile/courtney4614,United States,California,Los Angeles
sanjeev m,False,2017-01-01,sanjeev4780,1,0,39,5,2017-03-01,ECI,,,section5_7,https://public.tableau.com/app/profile/sanjeev4780,United States,California,sacramento
VINDHYA K,False,2017-01-01,vindhya.k,3,0,42,7,2021-10-13,,,,,https://public.tableau.com/app/profile/vindhya.k,United States,California,FREMONT
Audrey Milligan-Parrish,False,2017-10-01,audrey.milligan.parrish,4,3,1,0,2017-12-04,"Department of Transportation, CalTrans",,,,https://public.tableau.com/app/profile/audrey.milligan.parrish,United States,California,Marysville
Michael Fitzhugh,False,2016-12-01,michael.fitzhugh,0,0,2,1,2017-02-02,,,,,https://public.tableau.com/app/profile/michael.fitzhugh,United States,California,Berkeley
Eric Hubbard,False,2016-12-01,eric.hubbard,1,0,2,2,2016-12-08,,,,,https://public.tableau.com/app/profile/eric.hubbard,United States,California,Sacramento
Richard Downey,False,2016-12-01,richard.downey,0,0,36,11,2017-05-15,,,,,https://public.tableau.com/app/profile/richard.downey,United States,California,Sacramento
Naga Mohinish V,False,2016-11-01,mohinish,0,0,50,10,2020-10-16,,,,USStatesWellbeingRankingSigmoidGraph,https://public.tableau.com/app/profile/mohinish,United States,California,San Jose
Paul Singh,False,2016-11-01,paul.singh,0,0,7,2,2017-08-13,,,,,https://public.tableau.com/app/profile/paul.singh,United States,California,Rocklin
TCCoC,False,2017-09-01,andrea4670,3,3,85,7,2021-08-27,Tehama County Continuum of Care,,,2017_118,https://public.tableau.com/app/profile/andrea4670,United States,California,Red Bluff
Juanito Benigno,False,2016-11-01,juanito.benigno,2,0,2,1,2018-01-05,,,,PolarScatterPlot-Superstore,https://public.tableau.com/app/profile/juanito.benigno,United States,California,Burbank
Claudia Juarez,False,2016-10-01,claudia.juarez,0,0,6,1,2016-10-26,,,,,https://public.tableau.com/app/profile/claudia.juarez,Mexico,Baja California,Mexicali
"A. Lange Consulting, LLC",False,2016-10-01,steve3796,0,0,11,6,2020-07-11,"A. Lange Consulting, LLC",,,,https://public.tableau.com/app/profile/steve3796,United States,California,
Matthew Jasinek,False,2016-10-01,matthew.jasinek3921,2,0,402,83,2021-03-05,,,,,https://public.tableau.com/app/profile/matthew.jasinek3921,United States,California,Cupertino
Kenneth Lo,False,2017-05-01,klopmp,2,1,54,18,2017-06-21,Kattelo Labs,,,,https://public.tableau.com/app/profile/klopmp,United States,California,San Francisco
Divyashree Sunandabasavaraju,False,2017-05-01,divyashree6204,0,1,72,12,2017-06-04,Projas Technology,,,,https://public.tableau.com/app/profile/divyashree6204,United States,California,Santa Clara
Rebecca Hendricks,False,2021-03-01,rebecca.hendricks1202,7,0,9,1,2021-03-18,,,,,https://public.tableau.com/app/profile/rebecca.hendricks1202,United States,California,"Fairfield, CA"
Radim,False,2016-09-01,radim,0,0,192,54,2016-10-27,,,,,https://public.tableau.com/app/profile/radim,United States,California,San Francisco
Afton Hencky,False,2016-09-01,afton.hencky,0,0,9,8,2018-12-19,,,,,https://public.tableau.com/app/profile/afton.hencky,United States,California,Oakland
Paul Levy,False,2016-09-01,paul.levy,8,0,312,10,2018-11-30,,,,,https://public.tableau.com/app/profile/paul.levy,United States,California,Sacramento
Harrison,False,2016-09-01,harrison7617,0,0,70,4,2019-09-14,,,,AccidentSeverityAlongVeniceBoulevard,https://public.tableau.com/app/profile/harrison7617,United States,California,Los Angeles
Aldrin Luben,False,2016-09-01,aldrin.luben,0,0,31,1,2019-09-09,Taft College,,,,https://public.tableau.com/app/profile/aldrin.luben,United States,California,
Mohammad,False,2016-08-01,mohammad3489,3,0,0,0,,,,,,https://public.tableau.com/app/profile/mohammad3489,United States,California,san jose
Aaron Menkens,False,2016-08-01,aaron.menkens,0,0,33,1,2018-03-08,,,,,https://public.tableau.com/app/profile/aaron.menkens,United States,California,Oakland
Kiel Edson,False,2017-03-01,seafoodwatch,0,1,59,4,2021-05-03,Monterey Bay Aquarium,,,,https://public.tableau.com/app/profile/seafoodwatch,United States,California,Monterey
Nelson shao,False,2016-07-01,nelson.shao,0,0,7,1,2017-01-16,,,,,https://public.tableau.com/app/profile/nelson.shao,United States,California,Rosemead
Callie ,False,2016-07-01,callie7290,0,0,18,1,2021-09-30,,,,,https://public.tableau.com/app/profile/callie7290,United States,California,San Jose
Reinier van Mourik,False,2016-07-01,reinier1973,0,0,2,0,2016-07-22,,,,,https://public.tableau.com/app/profile/reinier1973,United States,California,Mountain View
Kurtis V,False,2016-07-01,kurtis3901,1,0,272,39,2017-01-05,HomeUnion,,,RelativeToMarket,https://public.tableau.com/app/profile/kurtis3901,United States,California,Irvine
Long Beach City College - Office of Institutional Effectiveness,False,2016-06-01,lbccresearch,1,0,11,11,2021-09-03,,,,,https://public.tableau.com/app/profile/lbccresearch,United States,California,Long Beach
Lavanya Chennamsetti,False,2016-06-01,lavanya.chennamsetti,1,0,0,0,,,,,,https://public.tableau.com/app/profile/lavanya.chennamsetti,United States,California,Fremont
Bey Gonzales,False,2016-06-01,bey.gonzales,0,0,13,2,2016-06-20,,,,2016_US_Pres_Campaign_Exp,https://public.tableau.com/app/profile/bey.gonzales,United States,California,Carlsbad
Austin Pate,False,2016-06-01,austinpate,0,0,7,1,2017-11-12,,,,,https://public.tableau.com/app/profile/austinpate,United States,California,San Francisco
Rakesh Patwari,False,2016-06-01,rakesh.patwari,1,0,0,0,,,,,,https://public.tableau.com/app/profile/rakesh.patwari,United States,California,Sunnyvale
Vandon Burgess,False,2016-05-01,vandon.burgess,0,0,8,2,2016-06-08,,,,,https://public.tableau.com/app/profile/vandon.burgess,United States,California,Goleta
Skaggs Graduate School of Chemical and Biological Sciences,False,2017-01-01,james1952,3,1,2920,122,2021-11-10,Scripps Research,,,,https://public.tableau.com/app/profile/james1952,United States,California,San Diego
Robbie Garcia,False,2016-05-01,robbie.garcia,0,0,39,13,2018-04-27,,,,,https://public.tableau.com/app/profile/robbie.garcia,United States,California,Pleasanton
Supa,False,2016-05-01,supa1161,0,0,7,3,2018-10-24,,,,,https://public.tableau.com/app/profile/supa1161,United States,California,San Jose
Shekhar,False,2016-04-01,shekhar.arcot,0,0,56,9,2016-06-23,,,,AccessoriesinBrandedPOS,https://public.tableau.com/app/profile/shekhar.arcot,United States,California,Sunnyvale
Kasey Rathbone,False,2016-04-01,kasey.rathbone,0,0,2,1,2016-04-26,,,,,https://public.tableau.com/app/profile/kasey.rathbone,United States,California,Auburn
Ankit Ravi,False,2016-04-01,ankitravi6,0,0,16,3,2016-10-30,,,,WealthManagementDashboard,https://public.tableau.com/app/profile/ankitravi6,United States,California,San Jose
Shay Kumar,False,2021-03-01,shay.kumar8052,0,0,10,1,2021-03-13,,,,MortgageReport,https://public.tableau.com/app/profile/shay.kumar8052,United States,California,San Jose
C B,False,2016-04-01,kur1moo,1,0,0,0,,,,,,https://public.tableau.com/app/profile/kur1moo,United States,California,San Francisco
Jason Tavarez,False,2016-03-01,jason.tavarez,0,0,4,2,2016-03-31,,,,DataVisualizationforHospitalLocationandNumberofMaxPrePostLicensurestudentspersemesterMapGeotag,https://public.tableau.com/app/profile/jason.tavarez,United States,California,Monrovia
Daniel Echeverria,False,2021-03-01,daniel.echeverria,0,0,6,1,2021-03-16,,,,,https://public.tableau.com/app/profile/daniel.echeverria,United States,California,Los Angeles
fortir maldonado,False,2016-03-01,fortir.maldonado,0,0,1,1,2016-11-30,,,,,https://public.tableau.com/app/profile/fortir.maldonado,United States,California,novato
Monica Johnson,False,2021-03-01,monica.johnson7921,0,0,0,0,,Natera,,,,https://public.tableau.com/app/profile/monica.johnson7921,United States,California,Sacramento
Liz Weis,False,2021-03-01,elizabeth.weis6015,1,0,5,2,2021-05-16,,,,413final,https://public.tableau.com/app/profile/elizabeth.weis6015,United States,California,San Francisco
Dharmesh Soni,False,2016-03-01,dharmeshsoni,2,0,0,0,,,,,,https://public.tableau.com/app/profile/dharmeshsoni,United States,California,Los Angeles
Garima Gupta,False,2021-03-01,garima.gupta5609,0,0,3,3,2021-03-09,,,,Sample1-StephCurryMVPSeason,https://public.tableau.com/app/profile/garima.gupta5609,United States,California,Union City
Lela Chu,False,2016-02-01,lchu,0,0,35,2,2020-05-28,,,,2017_Dashboard,https://public.tableau.com/app/profile/lchu,United States,California,San Francisco
Drew Terry,False,2016-02-01,drew.terry,0,0,9,4,2017-02-18,,,,,https://public.tableau.com/app/profile/drew.terry,United States,California,Carlsbad
Praveen Mamidi,False,2016-01-01,praveenmamidi,0,0,8,2,2019-04-19,,,,,https://public.tableau.com/app/profile/praveenmamidi,United States,California,San Jose
Jeffrey Lipton,False,2016-01-01,jeffrey.lipton,0,0,115,13,2020-07-23,,,,Top10Libraries,https://public.tableau.com/app/profile/jeffrey.lipton,United States,California,Norwalk
Yumiko Abe-Jones,False,2016-01-01,yumiko.abe.jones,0,0,74,5,2017-10-18,,,,,https://public.tableau.com/app/profile/yumiko.abe.jones,United States,California,
Aril,False,2016-01-01,ariljain,0,0,62,8,2016-01-28,,,,,https://public.tableau.com/app/profile/ariljain,United States,California,Los Angeles
Victor Torres,False,2021-03-01,victor.torres3497,3,0,9,0,2021-03-09,,,,,https://public.tableau.com/app/profile/victor.torres3497,United States,California,San Francisco
Dominic Russo,False,2016-01-01,dominic.russo,0,0,26,7,2016-03-16,,,,CalFootball,https://public.tableau.com/app/profile/dominic.russo,United States,California,Antioch
Linli Meng,False,2015-12-01,linli.meng,0,0,42,2,2016-04-27,,,,,https://public.tableau.com/app/profile/linli.meng,United States,California,Irvine
Daniel Yu,False,2015-12-01,daniel.yu,0,0,15,3,2016-10-14,,,,2015MLBTeamWARandSalary,https://public.tableau.com/app/profile/daniel.yu,United States,California,Sacramento
Shruti Bhalotiya,False,2016-09-01,shruti.bhalotiya,0,1,243,52,2021-03-05,Infocepts LLC,,,,https://public.tableau.com/app/profile/shruti.bhalotiya,United States,California,Sunnyvale
Milind Patil,False,2015-11-01,milind2063,0,0,3,1,2017-02-07,,,,,https://public.tableau.com/app/profile/milind2063,United States,California,Santa Clara
Venkatesh K. Pappakrishnan,False,2015-11-01,pappakrishnan.venkatesh,4,0,23,10,2016-01-23,,,,,https://public.tableau.com/app/profile/pappakrishnan.venkatesh,United States,California,Milpitas
li,False,2015-11-01,li4428,0,0,4,1,2015-11-04,quickbridgefunding,,,,https://public.tableau.com/app/profile/li4428,United States,California,Irvine
David Brubeck,False,2015-10-01,david.brubeck,0,0,5,1,2015-10-22,,,,,https://public.tableau.com/app/profile/david.brubeck,United States,California,Pleasanton
